Name,Location,Year,Miles_Driven,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mpg,Mileage km/l,Engine,Power,Seats,New_Price,Price,Difference
Hyundai Verna 1.6 SX,Delhi,2012,38440,62000,Diesel,Manual,First,52.45,22.32,1582 CC,126.32 bhp,5,,4.6,4.6
Hyundai i10 Magna 1.1,Kochi,2017,32451,52340,Petrol,Manual,First,46.55,19.81,1086 CC,68.05 bhp,5,,4.04,4.04
Mahindra Scorpio 1.99 S10 4WD,Kochi,2016,35178,56739,Diesel,Manual,First,36.19,15.4,1997 CC,120 bhp,7,,10.31,10.31
Land Rover Range Rover 2.2L Dynamic,Coimbatore,2018,22376,36091,Diesel,Automatic,First,29.85,12.7,2179 CC,187.7 bhp,5,,55.76,55.76
Ford Figo Diesel ZXI,Chennai,2010,74400,120000,Diesel,Manual,First,47.00,20,1399 CC,68 bhp,5,,2.6,2.6
Maruti Ertiga ZDI,Mumbai,2016,20460,33000,Diesel,Manual,First,59.85,25.47,1248 CC,88.50 bhp,7,12.74,8.5,4.24
Honda City 1.5 GXI,Ahmedabad,2007,37204,60006,Petrol,Manual,First,0.00,0,,,,,2.95,2.95
Honda Amaze S i-Dtech,Kolkata,2014,32240,52000,Diesel,Manual,First,60.63,25.8,1498 CC,98.6 bhp,5,,3.5,3.5
Hyundai i10 Magna,Jaipur,2015,27014,43571,Petrol,Manual,First,47.85,20.36,1197 CC,78.9 bhp,5,,3.55,3.55
Honda Amaze S i-Dtech,Kolkata,2013,31000,50000,Diesel,Manual,First,60.63,25.8,1498 CC,98.6 bhp,5,,3.25,3.25
Skoda Laura Ambiente,Hyderabad,2008,70060,113000,Diesel,Manual,First,41.13,17.5,1896 CC,106 bhp,5,,4.5,4.5
Renault Duster 85PS Diesel RxL,Delhi,2014,55800,90000,Diesel,Manual,First,46.69,19.87,1461 CC,83.8 bhp,5,,5.35,5.35
Mahindra NuvoSport N6,Chennai,2017,17980,29000,Diesel,Manual,Second,41.01,17.45,1493 CC,100 bhp,7,10.52,6.5,4.02
Maruti Vitara Brezza ZDi Plus Dual Tone,Mumbai,2016,12400,20000,Diesel,Manual,First,57.11,24.3,1248 CC,88.5 bhp,5,11.98,9,2.98
Hyundai i20 Asta Option 1.2,Kochi,2016,37827,61012,Petrol,Manual,First,43.71,18.6,1197 CC,81.83 bhp,5,,6,6
Skoda Fabia 1.4 MPI Ambiente,Jaipur,2009,54225,87459,Petrol,Manual,First,34.55,14.7,1390 CC,85 bhp,5,,2.75,2.75
Tata Indigo eCS GLX,Pune,2010,43710,70500,Petrol,Manual,First,36.75,15.64,1193 CC,64.1 bhp,5,,1.5,1.5
Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,2015,39744,64103,Diesel,Automatic,First,36.97,15.73,1968 CC,174.33 bhp,5,,19.9,19.9
Skoda Octavia Elegance 1.8 TSI AT,Mumbai,2014,47120,76000,Petrol,Automatic,First,34.55,14.7,1798 CC,177.5 bhp,5,,10,10
Toyota Etios Liva GD SP,Delhi,2014,64480,104000,Diesel,Manual,First,55.44,23.59,1364 CC,67.06 bhp,5,,3,3
Maruti Swift 1.3 VXi,Kolkata,2010,26041,42001,Petrol,Manual,First,37.84,16.1,,,,,2.11,2.11
Mercedes-Benz B Class B180,Kochi,2014,23092,37245,Petrol,Automatic,First,34.78,14.8,1595 CC,120.7 bhp,5,,11.96,11.96
Honda Amaze S Diesel,Kolkata,2013,27900,45000,Diesel,Manual,First,64.39,27.4,1498 CC,98.6 bhp,5,8.54,3.25,5.29
Hyundai Verna 1.6 SX,Jaipur,2012,73059,117837,Diesel,Manual,Second,52.45,22.32,1582 CC,126.32 bhp,5,,4.75,4.75
Renault Duster 85PS Diesel RxL Optional,Mumbai,2014,18600,30000,Diesel,Manual,First,48.08,20.46,1461 CC,83.8 bhp,5,,5.95,5.95
Hyundai Creta 1.6 VTVT S,Delhi,2015,16775,27057,Petrol,Manual,Second,35.93,15.29,1591 CC,121.3 bhp,5,,8.15,8.15
Maruti Wagon R AMT VXI,Mumbai,2016,5270,8500,Petrol,Automatic,First,48.20,20.51,998 CC,67 bhp,5,,4.22,4.22
Mercedes-Benz New C-Class C250 Avantgarde,Kolkata,2010,18910,30500,Petrol,Automatic,First,27.59,11.74,1796 CC,186 bhp,5,,10.5,10.5
Audi A8 L 3.0 TDI quattro,Delhi,2012,34720,56000,Diesel,Automatic,First,27.73,11.8,2967 CC,246.7 bhp,5,,45,45
Hyundai i10 Magna 1.1,Pune,2012,27280,44000,Petrol,Manual,Second,46.55,19.81,1086 CC,68.05 bhp,5,,2.9,2.9
Skoda Rapid 1.6 MPI AT Style Black Package,Mumbai,2017,6510,10500,Petrol,Automatic,First,33.61,14.3,1598 CC,103.52 bhp,5,,8.9,8.9
Skoda Superb Style 1.8 TSI AT,Hyderabad,2017,16120,26000,Petrol,Automatic,First,34.47,14.67,1798 CC,177.46 bhp,5,33.58,26,7.58
Hyundai i20 Active 1.2 SX,Coimbatore,2018,15603,25166,Petrol,Manual,First,40.40,17.19,1197 CC,81.86 bhp,5,,8.22,8.22
Honda Amaze VX i-DTEC,Kolkata,2014,39680,64000,Diesel,Manual,Second,60.63,25.8,1498 CC,98.6 bhp,5,,3.5,3.5
Maruti Wagon R LXI,Chennai,2004,37820,61000,Petrol,Manual,Second,44.42,18.9,998 CC,67.1 bhp,5,,1.25,1.25
Mahindra Verito 1.5 D4 BSIV,Hyderabad,2013,66340,107000,Diesel,Manual,First,49.42,21.03,1461 CC,65 bhp,5,9.12,3.7,5.42
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,18080,29161,Diesel,Automatic,First,45.28,19.27,2143 CC,167.62 bhp,5,,39.41,39.41
Maruti Wagon R VXI,Kolkata,2013,19840,32000,Petrol,Manual,First,52.88,22.5,998 CC,67.04 bhp,5,5.29,2.65,2.64
Nissan Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,2015,28627,46173,Diesel,Manual,Second,44.67,19.01,1461 CC,108.5 bhp,5,,8.92,8.92
Mini Cooper Convertible S,Kochi,2017,16323,26327,Petrol,Automatic,First,39.53,16.82,1998 CC,189.08 bhp,4,44.28,35.67,8.61
Ford Figo Diesel,Bangalore,2015,43670,70436,Diesel,Manual,First,0.00,0,1498 CC,99 bhp,,,3.6,3.6
Tata Indica V2 DLS BSII,Jaipur,2007,124000,200000,Diesel,Manual,Second,40.42,17.2,1396 CC,53.5 bhp,5,,0.85,0.85
Chevrolet Beat LT,Kochi,2016,37704,60813,Petrol,Manual,Second,43.71,18.6,1199 CC,76.8 bhp,5,,3.32,3.32
Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,2012,27900,45000,Diesel,Manual,First,51.86,22.07,1199 CC,73.9 bhp,5,,3.6,3.6
Maruti Swift ZDi,Hyderabad,2016,39680,64000,Diesel,Manual,First,53.82,22.9,1248 CC,74 bhp,5,,6.8,6.8
Ford Figo Diesel EXI,Kolkata,2012,25596,41284,Diesel,Manual,First,47.00,20,1399 CC,68.05 bhp,5,,2.5,2.5
Toyota Innova Crysta 2.8 GX AT,Kochi,2019,8782,14165,Diesel,Automatic,First,26.70,11.36,2755 CC,171.5 bhp,7,20.74,19.64,1.1
Hyundai Santa Fe 4x4 AT,Mumbai,2011,41540,67000,Diesel,Automatic,Second,27.54,11.72,2199 CC,194.3 bhp,7,,7,7
Honda City i-VTEC V,Kolkata,2011,20195,32572,Petrol,Manual,First,40.89,17.4,1497 CC,117.3 bhp,5,11.74,3.87,7.87
Hyundai i20 1.2 Magna Executive,Kochi,2018,9275,14960,Petrol,Manual,First,43.71,18.6,1197 CC,81.83 bhp,5,,6.27,6.27
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,2015,34708,55980,Diesel,Automatic,First,45.28,19.27,2143 CC,167.62 bhp,5,,18.12,18.12
Chevrolet Beat Diesel LT,Mumbai,2013,45880,74000,Diesel,Manual,First,59.78,25.44,936 CC,57.6 bhp,5,,2.65,2.65
Hyundai i20 Sportz 1.4 CRDi,Kochi,2015,35245,56847,Diesel,Manual,First,52.97,22.54,1396 CC,88.73 bhp,5,,7.2,7.2
Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,2015,75252,121374,Diesel,Manual,First,30.53,12.99,2494 CC,100.6 bhp,7,,14.3,14.3
Maruti Ertiga VDI,Chennai,2013,32240,52000,Diesel,Manual,First,48.81,20.77,1248 CC,88.76 bhp,7,,6.9,6.9
Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2014,73160,118000,Diesel,Manual,First,30.08,12.8,2494 CC,102 bhp,7,,10.75,10.75
Honda City i VTEC V,Kochi,2016,21027,33915,Petrol,Manual,First,41.83,17.8,1497 CC,117.3 bhp,5,,8.09,8.09
BMW X1 sDrive20d,Ahmedabad,2014,50841,82002,Diesel,Automatic,First,40.07,17.05,1995 CC,184 bhp,5,,18.5,18.5
Hyundai Grand i10 CRDi Era,Mumbai,2017,20460,33000,Diesel,Manual,First,56.40,24,1120 CC,70 bhp,5,,4.75,4.75
Maruti Ciaz 1.3 Alpha,Chennai,2016,21080,34000,Diesel,Manual,First,66.01,28.09,1248 CC,88.5 bhp,5,,8.45,8.45
Skoda Rapid Leisure 1.6 TDI MT,Kolkata,2012,34100,55000,Diesel,Manual,First,48.18,20.5,1598 CC,103.6 bhp,5,,3.5,3.5
Hyundai Accent CRDi,Kochi,2006,99534,160538,Diesel,Manual,First,30.79,13.1,1493 CC,82 bhp,5,,1.8,1.8
Volkswagen Polo GT 1.5 TDI,Jaipur,2014,37200,60000,Diesel,Manual,Second,46.79,19.91,1498 CC,103.6 bhp,5,,3.7,3.7
Honda Jazz 1.2 VX i VTEC,Coimbatore,2017,30737,49575,Petrol,Manual,First,43.95,18.7,1199 CC,88.7 bhp,5,,7.17,7.17
Hyundai i10 Era,Jaipur,2010,51460,83000,Petrol,Manual,First,46.55,19.81,1086 CC,68.05 bhp,5,,1.75,1.75
Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,2018,31835,51346,Diesel,Automatic,First,38.49,16.38,1995 CC,183 bhp,5,,21.99,21.99
Toyota Innova Crysta 2.4 ZX MT,Pune,2017,26660,43000,Diesel,Manual,First,32.15,13.68,2393 CC,147.8 bhp,7,25.52,18.65,6.87
Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2011,21700,35000,Petrol,Manual,Third,46.30,19.7,796 CC,35 bhp,5,,1.85,1.85
Maruti Swift VXI BSIV,Coimbatore,2017,17281,27872,Petrol,Manual,Second,47.94,20.4,1197 CC,81.80 bhp,5,,5.95,5.95
Hyundai Grand i10 Magna,Mumbai,2014,10239,16514,Petrol,Manual,First,44.42,18.9,1197 CC,82 bhp,5,,3.75,3.75
Maruti Swift VDI,Pune,2012,74400,120000,Diesel,Manual,First,53.82,22.9,1248 CC,74 bhp,5,,3.75,3.75
Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,88831,143275,Diesel,Manual,First,51.70,22,1582 CC,126.2 bhp,5,14.07,2.6,11.47
Hyundai i20 1.2 Sportz,Mumbai,2010,32240,52000,Petrol,Manual,First,39.95,17,1197 CC,80 bhp,5,,2.8,2.8
Mercedes-Benz GLE 350d,Coimbatore,2017,18488,29819,Diesel,Automatic,First,27.19,11.57,2987 CC,254.79 bhp,5,95.13,61.29,33.84
Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,2014,35340,57000,Diesel,Manual,Second,37.13,15.8,2148 CC,170 bhp,5,,18,18
Maruti Ritz ZDi,Hyderabad,2014,54870,88500,Diesel,Manual,First,54.52,23.2,1248 CC,73.94 bhp,5,,4.35,4.35
Hyundai Creta 1.6 CRDi SX,Bangalore,2016,17360,28000,Diesel,Manual,First,46.22,19.67,1582 CC,126.2 bhp,5,,13.75,13.75
Maruti A-Star Vxi,Pune,2010,41540,67000,Petrol,Manual,First,44.65,19,998 CC,66.1 bhp,5,,2,2
Renault Duster 110PS Diesel RXZ Option,Delhi,2016,16120,26000,Diesel,Manual,First,46.15,19.64,1461 CC,108.45 bhp,5,,10,10
Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2010,74400,120000,Diesel,Manual,First,41.83,17.8,1248 CC,76 bhp,5,,1.65,1.65
BMW X3 xDrive30d M Sport,Coimbatore,2017,32229,51982,Diesel,Automatic,First,38.89,16.55,2993 CC,258 bhp,5,,45.77,45.77
Hyundai i10 Sportz,Bangalore,2010,22320,36000,Petrol,Manual,Second,47.85,20.36,1197 CC,78.9 bhp,5,,3.25,3.25
Toyota Innova 2.5 G4 Diesel 7-seater,Pune,2016,29140,47000,Diesel,Manual,First,30.08,12.8,2494 CC,102 bhp,7,,12.8,12.8
Maruti Zen VXI BSII,Mumbai,2002,37200,60000,Petrol,Manual,Third,40.66,17.3,993 CC,60 bhp,5,,0.55,0.55
Maruti Swift VDI,Hyderabad,2018,19236,31025,Diesel,Manual,First,66.74,28.4,1248 CC,74 bhp,5,,7.15,7.15
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,2013,65100,105000,Diesel,Manual,Second,28.32,12.05,2179 CC,120 bhp,8,,7,7
Tata Zest Quadrajet 1.3 75PS XE,Pune,2017,75578,121900,Diesel,Manual,First,53.93,22.95,1248 CC,74 bhp,5,8.34,3.75,4.59
Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,2017,14071,22695,Petrol,Manual,First,44.37,18.88,999 CC,123.24 bhp,5,,8.5,8.5
Maruti Swift Dzire ZDI,Jaipur,2012,45260,73000,Diesel,Manual,First,54.99,23.4,1248 CC,74 bhp,5,,4.35,4.35
Maruti Alto 800 LXI,Kochi,2016,19981,32227,Petrol,Manual,First,53.44,22.74,796 CC,47.3 bhp,5,,3.26,3.26
Honda City 1.5 S MT,Jaipur,2011,34100,55000,Petrol,Manual,First,39.95,17,1497 CC,118 bhp,5,,4.21,4.21
Audi Q7 3.0 TDI Quattro Technology,Kochi,2018,6998,11287,Diesel,Automatic,First,28.36,12.07,2967 CC,241.4 bhp,7,,70.36,70.36
Skoda Laura 1.9 TDI AT Ambiente,Mumbai,2009,29760,48000,Diesel,Automatic,Second,39.95,17,1896 CC,105 bhp,5,,2.95,2.95
Hyundai Verna 1.6 SX VTVT (O),Kochi,2012,33671,54308,Petrol,Manual,First,40.19,17.1,1591 CC,121.3 bhp,5,,4.28,4.28
Honda City 1.5 V AT,Jaipur,2009,48634,78442,Petrol,Automatic,First,39.48,16.8,1497 CC,118 bhp,5,,3.57,3.57
Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,2013,28520,46000,Diesel,Manual,First,51.47,21.9,1396 CC,88.8 bhp,5,,3.11,3.11
Hyundai i20 Sportz AT 1.4,Coimbatore,2014,27932,45051,Petrol,Automatic,First,35.25,15,1396 CC,98.6 bhp,5,,5.96,5.96
Volkswagen Vento Diesel Highline,Hyderabad,2011,42780,69000,Diesel,Manual,First,48.27,20.54,1598 CC,103.6 bhp,5,,4.7,4.7
Honda City i VTEC VX,Ahmedabad,2014,30380,49000,Petrol,Manual,First,40.89,17.4,1497 CC,117.3 bhp,5,,6.9,6.9
Tata Zest Quadrajet 1.3 75PS XE,Pune,2018,27900,45000,Diesel,Manual,First,53.93,22.95,1248 CC,74 bhp,5,8.34,5.25,3.09
BMW 5 Series 2003-2012 520d,Pune,2015,39680,64000,Diesel,Automatic,First,43.43,18.48,1995 CC,177 bhp,5,,28,28
Maruti Wagon R LXI Minor,Delhi,2009,37200,60000,Petrol,Manual,First,44.42,18.9,1061 CC,67 bhp,5,,1.35,1.35
Honda Jazz VX,Delhi,2015,38550,62178,Petrol,Manual,First,42.77,18.2,1199 CC,88.7 bhp,5,8.85,4.85,4
Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,2012,35964,58006,Diesel,Manual,First,35.25,15,1896 CC,105 bhp,5,,6.7,6.7
Hyundai i10 Magna 1.2,Hyderabad,2010,45880,74000,Petrol,Manual,First,47.85,20.36,1197 CC,78.9 bhp,5,,3.1,3.1
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,48218,77771,Diesel,Automatic,First,45.28,19.27,2143 CC,170 bhp,5,,18.64,18.64
Hyundai i10 Magna 1.2 iTech SE,Pune,2012,28071,45275,Petrol,Manual,First,47.85,20.36,1197 CC,78.9 bhp,5,,2.8,2.8
Toyota Innova Crysta 2.4 ZX MT,Chennai,2016,29760,48000,Diesel,Manual,First,32.15,13.68,2393 CC,147.8 bhp,7,25.40,20.25,5.15
Audi A6 2011-2015 2.0 TDI Technology,Kochi,2015,19624,31652,Diesel,Automatic,First,41.55,17.68,1968 CC,174.33 bhp,5,,26.78,26.78
Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2010,67580,109000,Diesel,Manual,Second,30.53,12.99,2494 CC,100.6 bhp,7,,8.26,8.26
Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2015,19826,31978,Petrol,Manual,First,38.70,16.47,1198 CC,73.9 bhp,5,,3.89,3.89
Maruti Alto K10 LXI,Hyderabad,2011,43400,70000,Petrol,Manual,First,49.16,20.92,998 CC,67.1 bhp,5,,2.1,2.1
Honda City i-VTEC CVT ZX,Mumbai,2017,9300,15000,Petrol,Automatic,First,42.30,18,1497 CC,117.3 bhp,5,16.67,12.69,3.98
Tata Indigo LX,Coimbatore,2013,36666,59138,Diesel,Manual,First,39.95,17,1405 CC,70 bhp,5,,2.58,2.58
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,38270,61726,Diesel,Automatic,First,41.55,17.68,1968 CC,174.33 bhp,5,,20.77,20.77
Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,2015,29760,48000,Diesel,Automatic,First,42.07,17.9,2143 CC,136 bhp,5,,20.26,20.26
Maruti Celerio VXI AT,Hyderabad,2014,48245,77815,Petrol,Automatic,First,54.29,23.1,998 CC,67.04 bhp,5,,4.25,4.25
Mercedes-Benz GLE 250d,Hyderabad,2017,17980,29000,Diesel,Automatic,First,42.07,17.9,2143 CC,201.15 bhp,5,79.43,57,22.43
Land Rover Range Rover HSE Dynamic,Delhi,2017,27280,44000,Diesel,Automatic,First,29.85,12.7,2179 CC,187.7 bhp,5,,44,44
Volkswagen Vento Diesel Trendline,Hyderabad,2011,67348,108626,Diesel,Manual,First,48.27,20.54,1598 CC,103.6 bhp,5,,3.65,3.65
Maruti Omni 8 Seater BSIV,Hyderabad,2012,44510,71791,Petrol,Manual,First,32.90,14,796 CC,35 bhp,5,,2.05,2.05
Honda Brio 1.2 VX MT,Kochi,2012,56997,91931,Petrol,Manual,First,43.48,18.5,1198 CC,86.8 bhp,5,6.62,3.13,3.49
Tata Sumo Delux,Hyderabad,2000,97960,158000,Diesel,Manual,Second,33.06,14.07,2956 CC,83.1 bhp,7,,1.5,1.5
Tata Indica Vista Aura 1.3 Quadrajet,Pune,2012,56533,91183,Diesel,Manual,First,42.30,18,1248 CC,75 bhp,5,,2.85,2.85
Maruti Wagon R LXI BS IV,Delhi,2012,40300,65000,Petrol,Manual,First,44.42,18.9,998 CC,67.1 bhp,5,,2.65,2.65
Mahindra XUV500 W8 4WD,Hyderabad,2015,54825,88428,Diesel,Manual,First,37.60,16,2179 CC,140 bhp,7,,10.6,10.6
Tata Indigo LS Dicor,Pune,2008,85560,138000,Diesel,Manual,Second,40.19,17.1,1396 CC,70 bhp,5,,1.25,1.25
Maruti Ertiga Paseo VXI,Mumbai,2018,11160,18000,Petrol,Manual,First,37.65,16.02,1373 CC,93.7 bhp,7,,8.25,8.25
Honda Accord 2.4 A/T,Mumbai,2011,37200,60000,Petrol,Automatic,First,27.50,11.7,2354 CC,177.6 bhp,5,,4.45,4.45
Maruti Swift Dzire VDi,Kolkata,2012,29760,48000,Diesel,Manual,First,45.36,19.3,1248 CC,73.9 bhp,5,,3.7,3.7
Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2009,99200,160000,Diesel,Manual,First,41.83,17.8,1399 CC,68 bhp,5,,2.8,2.8
Honda City ZX GXi,Kolkata,2008,24800,40000,Petrol,Manual,First,41.60,17.7,1497 CC,78 bhp,5,,1.8,1.8
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,31927,51495,Diesel,Automatic,First,41.55,17.68,1968 CC,174.33 bhp,5,,21.95,21.95
BMW 6 Series 640d Gran Coupe,Mumbai,2011,18600,30000,Diesel,Automatic,First,22.37,9.52,2993 CC,313 bhp,4,,49,49
Audi Q7 45 TDI Quattro Technology,Coimbatore,2017,60407,97430,Diesel,Automatic,First,34.66,14.75,2967 CC,245 bhp,7,1.04 Cr,62.67,#VALUE!
Hyundai i20 1.4 CRDi Asta,Pune,2012,51460,83000,Diesel,Manual,First,54.05,23,1396 CC,90 bhp,5,,5.5,5.5
Hyundai i10 Sportz AT,Bangalore,2009,22940,37000,Petrol,Automatic,Third,39.83,16.95,1197 CC,78.9 bhp,5,,2.95,2.95
Honda Jazz 1.2 V CVT i VTEC,Kochi,2016,17672,28503,Petrol,Automatic,First,44.65,19,1199 CC,88.7 bhp,5,,6.86,6.86
Maruti Swift VDI BSIV,Hyderabad,2015,47428,76496,Diesel,Manual,First,59.22,25.2,1248 CC,74 bhp,5,,6.15,6.15
Hyundai i20 Asta 1.2,Pune,2011,49074,79152,Petrol,Manual,Second,43.48,18.5,1197 CC,82.85 bhp,5,,3.3,3.3
Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2011,19840,32000,Petrol,Manual,First,38.70,16.47,1198 CC,73.9 bhp,5,,2.55,2.55
Maruti Alto LXi,Ahmedabad,2009,21700,35000,Petrol,Manual,First,46.30,19.7,796 CC,46.3 bhp,5,,1.5,1.5
Toyota Corolla H4,Chennai,2004,65100,105000,Petrol,Automatic,Second,26.56,11.3,1794 CC,125 bhp,5,,2.5,2.5
Maruti Alto LXi,Chennai,2006,34720,56000,Petrol,Manual,Second,46.30,19.7,796 CC,46.3 bhp,5,,1.4,1.4
Tata Manza ELAN Quadrajet BS IV,Pune,2012,45260,73000,Diesel,Manual,First,49.63,21.12,1248 CC,88.8 bhp,5,,3.4,3.4
Maruti Alto LXi,Pune,2012,23560,38000,Petrol,Manual,First,46.30,19.7,796 CC,46.3 bhp,5,,2.25,2.25
Skoda Octavia Ambition Plus 2.0 TDI AT,Kolkata,2013,480500,775000,Diesel,Automatic,First,45.36,19.3,1968 CC,141 bhp,5,,7.5,7.5
Toyota Corolla H4,Kolkata,2008,49600,80000,Petrol,Automatic,First,26.56,11.3,1794 CC,125 bhp,5,,2.8,2.8
Hyundai i20 Asta Option 1.2,Coimbatore,2016,15483,24973,Petrol,Manual,First,43.71,18.6,1197 CC,81.83 bhp,5,,7.66,7.66
Maruti Vitara Brezza LDi,Chennai,2016,27900,45000,Diesel,Manual,First,57.11,24.3,1248 CC,88.5 bhp,5,9.12,7.15,1.97
Honda City 1.5 V MT,Delhi,2010,54207,87430,Petrol,Manual,First,39.95,17,1497 CC,118 bhp,5,,3.5,3.5
Tata Indica Vista Aqua 1.3 Quadrajet,Hyderabad,2014,83045,133944,Diesel,Manual,Second,42.30,18,1248 CC,75 bhp,5,,3.5,3.5
Honda Amaze S i-Dtech,Kolkata,2013,35340,57000,Diesel,Manual,First,60.63,25.8,1498 CC,98.6 bhp,5,,3.45,3.45
Hyundai EON D Lite Plus,Coimbatore,2016,17300,27904,Petrol,Manual,First,49.59,21.1,814 CC,55.2 bhp,5,,3.55,3.55
BMW 3 Series Luxury Line,Kochi,2015,19045,30717,Diesel,Automatic,Second,51.14,21.76,1995 CC,190 bhp,5,58.67,25.99,32.68
Hyundai Verna 1.6 SX,Bangalore,2012,49600,80000,Diesel,Manual,First,52.45,22.32,1582 CC,126.32 bhp,5,,5.25,5.25
Tata Manza Club Class Quadrajet90 LS,Ahmedabad,2013,29328,47304,Diesel,Manual,First,49.40,21.02,1248 CC,88.8 bhp,5,,2.9,2.9
Skoda Octavia RS,Jaipur,2005,62000,100000,Petrol,Automatic,First,33.96,14.45,1984 CC,227 bhp,5,28.37,2.05,26.32
Maruti Alto K10 VXI,Pune,2017,18600,30000,Petrol,Manual,First,56.56,24.07,998 CC,67.1 bhp,5,4.48,3.75,0.73
Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,42160,68000,Diesel,Manual,First,53.35,22.7,1498 CC,89.84 bhp,5,,6.75,6.75
Chevrolet Spark 1.0 LS,Kolkata,2011,13020,21000,Petrol,Manual,Second,42.30,18,995 CC,62 bhp,5,,0.95,0.95
Jaguar XF 2.0 Diesel Portfolio,Hyderabad,2017,13020,21000,Diesel,Automatic,First,45.43,19.33,1999 CC,177 bhp,5,72.64,52,20.64
Honda CR-V RVi MT,Jaipur,2007,73780,119000,Petrol,Manual,Third,30.79,13.1,1997 CC,141.1 bhp,5,,3.91,3.91
Skoda Superb L&K 1.8 TSI AT,Kochi,2019,8523,13747,Petrol,Automatic,First,34.47,14.67,1798 CC,177.46 bhp,5,36.15,27.3,8.85
Hyundai i10 Magna 1.2,Chennai,2009,384400,620000,Petrol,Manual,First,47.85,20.36,1197 CC,78.9 bhp,5,,2.7,2.7
Maruti Swift LDI,Delhi,2013,43400,70000,Diesel,Manual,First,53.82,22.9,1248 CC,74 bhp,5,,3.5,3.5
Maruti Swift Dzire VXi AT,Mumbai,2016,11160,18000,Petrol,Automatic,First,43.48,18.5,1197 CC,83.14 bhp,5,,6.2,6.2
Nissan Micra Diesel XV,Chennai,2011,51460,83000,Diesel,Manual,First,54.24,23.08,1461 CC,63.1 bhp,5,,2.75,2.75
Maruti Swift Dzire Tour LDI,Mumbai,2015,80600,130000,Diesel,Manual,First,54.99,23.4,1248 CC,74 bhp,5,,3.25,3.25
Ford Fiesta Classic 1.4 Duratorq CLXI,Pune,2012,39308,63400,Diesel,Manual,First,41.83,17.8,1399 CC,67 bhp,5,,3.25,3.25
Maruti Zen LX,Kolkata,2003,40300,65000,Petrol,Manual,First,40.66,17.3,993 CC,60 bhp,5,,0.65,0.65
Mini Clubman Cooper S,Pune,2017,5177,8350,Petrol,Manual,First,32.43,13.8,1998 CC,192 bhp,5,44.59,35,9.59
Toyota Etios GD,Kolkata,2014,27900,45000,Diesel,Manual,First,55.44,23.59,1364 CC,67.05 bhp,5,,3.25,3.25
Maruti Alto 800 2016-2019 LXI,Kolkata,2018,16244,26200,Petrol,Manual,First,58.05,24.7,796 CC,47.3 bhp,5,,2.9,2.9
Maruti Alto VXi,Bangalore,2011,6820,11000,Petrol,Manual,Third,44.42,18.9,796 CC,47 bhp,5,,2.9,2.9
BMW X5 3.0d,Bangalore,2009,55800,90000,Diesel,Automatic,Second,25.85,11,2993 CC,235 bhp,5,,17.75,17.75
Nissan Teana XV,Mumbai,2015,45880,74000,Petrol,Automatic,Second,26.01,11.07,2496 CC,179.5 bhp,5,,8.25,8.25
Hyundai Grand i10 AT Asta,Coimbatore,2015,22990,37081,Petrol,Automatic,First,44.42,18.9,1197 CC,82 bhp,5,,5.77,5.77
Maruti Vitara Brezza ZDi Plus,Hyderabad,2017,24180,39000,Diesel,Manual,First,57.11,24.3,1248 CC,88.5 bhp,5,12.00,9.49,2.51
Audi Q7 3.0 TDI Quattro Premium Plus,Mumbai,2008,61380,99000,Diesel,Automatic,Third,28.36,12.07,2967 CC,241.4 bhp,7,,12.95,12.95
Mercedes-Benz GLA Class 200 CDI,Chennai,2015,23560,38000,Diesel,Automatic,First,42.07,17.9,2143 CC,136 bhp,5,,20,20
Maruti 800 AC,Chennai,2007,44640,72000,Petrol,Manual,Third,37.84,16.1,796 CC,37 bhp,4,,1,1
Renault Duster 85PS Diesel RxL,Chennai,2015,57660,93000,Diesel,Manual,Second,48.06,20.45,1461 CC,83.8 bhp,5,,7.1,7.1
